code,date,open,high,close,low,volume
hs300,2015-07-13,4132.231,4278.161,4211.812,4072.43,502092192.0
hs300,2015-07-14,4178.63,4258.513,4112.149,4062.5,454422016.0
hs300,2015-07-15,4068.88,4114.243,3966.759,3899.508,421956352.0
hs300,2015-07-16,3949.639,4067.022,3997.356,3856.321,330531360.0
hs300,2015-07-17,4023.757,4190.186,4151.496,4000.231,331107136.0
hs300,2015-07-20,4157.06,4221.693,4160.612,4106.389,352673472.0
hs300,2015-07-21,4109.761,4201.482,4166.006,4081.704,318374944.0
hs300,2015-07-22,4148.56,4187.431,4157.16,4094.712,318945984.0
hs300,2015-07-23,4158.932,4262.062,4250.805,4148.824,354471744.0
hs300,2015-07-24,4255.198,4299.65,4176.279,4154.617,392045376.0
hs300,2015-07-27,4097.796,4156.313,3818.731,3817.169,365054496.0
hs300,2015-07-28,3690.974,3883.446,3811.093,3627.421,383527232.0
hs300,2015-07-29,3839.959,3934.003,3930.379,3769.189,276972832.0
hs300,2015-07-30,3915.78,3968.534,3815.412,3802.882,271548672.0
hs300,2015-07-31,3777.155,3863.624,3816.699,3757.989,222376768.0
hs300,2015-08-03,3766.072,3829.235,3829.235,3742.578,245805024.0
hs300,2015-08-04,3827.373,3948.449,3948.155,3801.028,220236560.0
hs300,2015-08-05,3937.623,3962.277,3866.9,3858.66,200484272.0
hs300,2015-08-06,3802.928,3888.693,3831.852,3793.237,147278688.0
hs300,2015-08-07,3866.43,3926.649,3906.945,3857.908,183349152.0
hs300,2015-08-10,3947.472,4101.731,4084.365,3932.842,306780544.0
hs300,2015-08-11,4083.589,4110.133,4066.669,4042.004,322034176.0
hs300,2015-08-12,4025.674,4078.03,4016.126,4015.355,255146192.0
hs300,2015-08-13,4010.013,4075.7,4075.463,3967.821,242836976.0
hs300,2015-08-14,4097.918,4113.159,4073.54,4056.727,253392992.0
hs300,2015-08-17,4058.113,4081.772,4077.872,4009.99,256939632.0
hs300,2015-08-18,4084.311,4103.054,3825.412,3816.554,319881056.0
hs300,2015-08-19,3748.266,3898.74,3886.136,3668.192,269049824.0
hs300,2015-08-20,3848.403,3880.824,3761.454,3761.454,212167968.0
hs300,2015-08-21,3714.289,3757.779,3589.536,3578.175,217986400.0
hs300,2015-08-24,3454.598,3468.149,3275.534,3266.55,255436656.0
hs300,2015-08-25,3070.007,3200.108,3042.927,3019.556,276081312.0
hs300,2015-08-26,3062.566,3192.932,3025.692,2952.008,308270624.0
hs300,2015-08-27,3092.812,3206.724,3205.638,3028.398,267294928.0
hs300,2015-08-28,3246.236,3353.244,3342.286,3223.622,299498432.0
hs300,2015-08-31,3307.396,3368.279,3366.536,3205.537,280250400.0
hs300,2015-09-01,3296.529,3370.504,3362.083,3190.578,352458528.0
hs300,2015-09-02,3220.851,3387.02,3365.832,3213.637,347789408.0
hs300,2015-09-07,3347.293,3422.225,3250.485,3240.243,204224432.0
hs300,2015-09-08,3221.789,3340.219,3334.023,3170.807,154599632.0
hs300,2015-09-09,3344.824,3426.651,3399.305,3330.29,220467424.0
hs300,2015-09-10,3349.281,3398.316,3357.561,3337.311,144882976.0
hs300,2015-09-11,3349.877,3383.134,3347.188,3315.478,108547504.0
hs300,2015-09-14,3367.642,3373.921,3281.132,3187.566,205457248.0
hs300,2015-09-15,3208.744,3240.079,3152.232,3131.98,143555648.0
hs300,2015-09-16,3149.158,3345.918,3309.248,3131.37,159710000.0
hs300,2015-09-17,3287.657,3354.905,3236.999,3236.999,169401888.0
hs300,2015-09-18,3254.443,3280.877,3251.273,3227.834,106903480.0
hs300,2015-09-21,3222.603,3312.55,3308.247,3211.934,122788672.0
hs300,2015-09-22,3312.366,3371.414,3339.03,3303.184,146221984.0
hs300,2015-09-23,3290.071,3315.935,3263.028,3253.333,123171440.0
hs300,2015-09-24,3278.896,3300.857,3284.999,3255.902,102011240.0
hs300,2015-09-25,3272.665,3290.858,3231.951,3201.914,121419280.0
hs300,2015-09-28,3226.607,3246.554,3242.752,3186.507,74219472.0
hs300,2015-09-29,3197.221,3208.417,3178.854,3159.042,87150632.0
hs300,2015-09-30,3195.901,3223.908,3202.948,3186.767,78559352.0
hs300,2015-10-07,3195.901,3223.908,3202.948,3186.767,78559352.0
hs300,2015-10-08,3324.981,3337.331,3296.482,3294.605,132081768.0
hs300,2015-10-09,3302.36,3352.379,3340.116,3293.965,124352496.0
hs300,2015-10-12,3351.139,3486.631,3447.693,3347.251,221400464.0
hs300,2015-10-13,3422.477,3452.045,3445.043,3413.967,145433792.0
hs300,2015-10-14,3431.135,3458.702,3406.112,3403.231,152173936.0
hs300,2015-10-15,3403.389,3486.815,3486.815,3402.316,171158304.0
hs300,2015-10-16,3508.518,3537.539,3534.065,3487.104,208964704.0
hs300,2015-10-19,3548.953,3572.995,3534.182,3502.505,207606752.0
hs300,2015-10-20,3527.875,3577.798,3577.703,3510.437,179025104.0
hs300,2015-10-21,3580.838,3601.243,3473.254,3417.412,282076064.0
hs300,2015-10-22,3453.201,3530.766,3524.534,3442.307,184305584.0
hs300,2015-10-23,3536.843,3581.836,3571.241,3515.822,198294480.0
hs300,2015-10-26,3614.702,3620.756,3589.261,3561.192,204248864.0
hs300,2015-10-27,3569.449,3601.053,3592.879,3486.102,192056144.0
hs300,2015-10-28,3575.805,3598.172,3524.92,3517.21,170977104.0
hs300,2015-10-29,3539.978,3561.814,3533.307,3507.966,127010448.0
hs300,2015-10-30,3530.223,3574.473,3534.079,3497.568,139141920.0
hs300,2015-11-02,3489.225,3543.45,3475.962,3474.712,130002568.0
hs300,2015-11-03,3484.722,3501.704,3465.493,3452.62,101401872.0
hs300,2015-11-04,3477.159,3628.538,3628.538,3477.159,205423872.0
hs300,2015-11-05,3630.782,3781.409,3705.97,3627.301,398046560.0
hs300,2015-11-06,3698.342,3801.705,3793.374,3694.657,298753088.0
hs300,2015-11-09,3796.379,3891.773,3840.355,3796.379,356804832.0
hs300,2015-11-10,3806.669,3876.49,3833.238,3798.821,286519616.0
hs300,2015-11-11,3828.448,3843.112,3833.646,3781.41,232234304.0
hs300,2015-11-12,3841.738,3843.9,3795.324,3771.274,217537648.0
hs300,2015-11-13,3756.204,3793.713,3746.242,3727.585,203489888.0
hs300,2015-11-16,3682.735,3764.409,3764.126,3680.073,161690896.0
hs300,2015-11-17,3790.426,3852.774,3758.387,3750.157,248533072.0
hs300,2015-11-18,3760.456,3771.847,3715.58,3706.31,185689488.0
hs300,2015-11-19,3725.622,3775.232,3774.969,3714.675,154631984.0
hs300,2015-11-20,3778.884,3793.545,3774.383,3757.026,186951696.0
hs300,2015-11-23,3774.436,3802.851,3753.335,3743.405,175626816.0
hs300,2015-11-24,3745.761,3754.169,3753.889,3702.737,143383280.0
hs300,2015-11-25,3747.759,3781.857,3781.607,3735.716,151944944.0
hs300,2015-11-26,3795.245,3805.844,3759.429,3756.823,173525472.0
hs300,2015-11-27,3739.096,3742.742,3556.992,3534.39,208939360.0
hs300,2015-11-30,3554.89,3587.97,3566.412,3455.068,173201168.0
hs300,2015-12-01,3562.319,3617.305,3591.696,3536.116,136536560.0
hs300,2015-12-02,3587.758,3725.854,3721.955,3573.403,213538864.0
hs300,2015-12-03,3709.547,3758.446,3749.299,3693.137,197762128.0
hs300,2015-12-04,3719.734,3726.124,3677.592,3667.291,151199520.0
hs300,2015-12-07,3681.582,3699.337,3687.607,3658.578,113883152.0
hs300,2015-12-08,3668.839,3668.839,3623.02,3619.445,125781080.0
hs300,2015-12-09,3613.42,3655.159,3635.938,3611.49,113325424.0
hs300,2015-12-10,3634.366,3678.318,3623.084,3615.991,120215624.0
hs300,2015-12-11,3605.372,3630.744,3608.059,3578.146,110322480.0
hs300,2015-12-14,3573.884,3712.503,3711.322,3570.998,151769120.0
hs300,2015-12-15,3707.73,3717.357,3694.389,3679.23,126481712.0
hs300,2015-12-16,3703.95,3713.09,3685.44,3677.45,111342720.0
hs300,2015-12-17,3712.783,3768.844,3755.888,3709.851,177924080.0
hs300,2015-12-18,3754.96,3810.218,3767.913,3750.925,173465984.0
hs300,2015-12-21,3762.097,3877.82,3865.965,3759.989,217435280.0
hs300,2015-12-22,3872.098,3880.468,3876.733,3841.593,180303664.0
hs300,2015-12-23,3877.872,3926.686,3866.381,3862.965,207017152.0
hs300,2015-12-24,3858.135,3867.679,3829.402,3787.084,147181392.0
hs300,2015-12-25,3832.085,3848.025,3838.201,3813.204,119624016.0
hs300,2015-12-28,3847.532,3853.389,3727.632,3727.632,153988448.0
hs300,2015-12-29,3723.05,3762.052,3761.875,3710.48,101885552.0
hs300,2015-12-30,3762.914,3765.657,3765.175,3726.278,105629952.0
hs300,2015-12-31,3760.904,3772.617,3731.005,3727.325,101873552.0
hs300,2016-01-04,3725.856,3726.245,3469.066,3468.949,115370672.0
hs300,2016-01-05,3382.177,3518.217,3478.78,3377.28,162116992.0
hs300,2016-01-06,3482.406,3543.739,3539.808,3468.467,145966144.0
hs300,2016-01-07,3481.15,3481.15,3294.384,3284.737,44102640.0
hs300,2016-01-08,3371.871,3418.851,3361.563,3237.931,185959456.0
hs300,2016-01-11,3303.125,3342.481,3192.45,3192.45,174638384.0
hs300,2016-01-12,3214.823,3242.253,3215.71,3174.55,128225792.0
hs300,2016-01-13,3240.484,3257.295,3155.879,3155.879,120666496.0
hs300,2016-01-14,3076.645,3226.658,3221.571,3072.039,134537664.0
hs300,2016-01-15,3200.888,3216.798,3118.73,3101.052,124601776.0
hs300,2016-01-18,3068.235,3165.616,3130.729,3066.727,101128384.0
hs300,2016-01-19,3132.705,3227.908,3223.125,3119.216,127653896.0
hs300,2016-01-20,3204.218,3225.95,3174.378,3154.426,130650504.0
hs300,2016-01-21,3136.384,3202.538,3081.345,3081.345,111189736.0
hs300,2016-01-22,3114.895,3132.171,3113.463,3053.958,89951088.0
hs300,2016-01-25,3129.028,3149.332,3128.886,3105.1,81540064.0
hs300,2016-01-26,3099.596,3106.53,2940.509,2934.647,126933920.0
hs300,2016-01-27,2953.183,2963.544,2930.352,2839.29,132229368.0
hs300,2016-01-28,2909.334,2941.887,2853.756,2841.844,99222752.0
hs300,2016-01-29,2855.598,2965.309,2946.09,2854.371,113304256.0
hs300,2016-02-01,2939.04,2944.517,2901.048,2869.561,86795344.0
hs300,2016-02-02,2901.528,2972.426,2961.334,2901.512,88601960.0
hs300,2016-02-03,2931.288,2954.71,2948.639,2909.898,77389000.0
hs300,2016-02-04,2960.334,2999.206,2984.76,2960.207,91779728.0
hs300,2016-02-05,2982.056,2988.36,2963.789,2962.847,76850808.0
hs300,2016-02-15,2888.428,2961.493,2946.707,2886.018,72919432.0
hs300,2016-02-16,2962.187,3042.089,3037.035,2962.187,112579640.0
hs300,2016-02-17,3034.09,3065.785,3063.32,3027.046,128291608.0
hs300,2016-02-18,3079.527,3093.513,3053.699,3049.841,124401464.0
hs300,2016-02-19,3047.942,3065.968,3051.585,3032.634,87338016.0
hs300,2016-02-22,3083.933,3128.207,3118.868,3071.329,140946976.0
hs300,2016-02-23,3117.203,3119.221,3089.363,3061.429,112567392.0
hs300,2016-02-24,3077.606,3109.545,3109.545,3055.251,111782648.0
hs300,2016-02-25,3104.41,3104.436,2918.75,2905.457,157829760.0
hs300,2016-02-26,2942.095,2964.385,2948.031,2902.948,106949728.0
hs300,2016-02-29,2939.58,2939.875,2877.467,2821.215,129341024.0
hs300,2016-03-01,2881.335,2950.436,2930.694,2863.323,116045920.0
hs300,2016-03-02,2933.921,3054.724,3051.333,2933.116,175972352.0
hs300,2016-03-03,3050.389,3078.444,3058.422,3040.246,173105744.0
hs300,2016-03-04,3047.537,3101.656,3093.89,3032.424,219172528.0
hs300,2016-03-07,3108.999,3130.903,3104.84,3083.584,132462040.0
hs300,2016-03-08,3100.149,3109.25,3107.673,3001.829,136235744.0
hs300,2016-03-09,3045.924,3072.916,3071.907,3020.134,111466248.0
hs300,2016-03-10,3056.21,3074.16,3013.146,3012.691,76072200.0
hs300,2016-03-11,2990.214,3026.437,3018.284,2982.172,73333568.0
hs300,2016-03-14,3039.569,3106.8,3065.69,3034.0,117108656.0
hs300,2016-03-15,3061.343,3077.085,3074.78,3028.578,98311944.0
hs300,2016-03-16,3068.866,3100.352,3090.033,3064.521,124736448.0
hs300,2016-03-17,3096.808,3147.841,3124.204,3077.572,121661776.0
hs300,2016-03-18,3136.223,3197.668,3171.963,3130.102,197302560.0
hs300,2016-03-21,3203.293,3267.775,3249.437,3198.361,233269472.0
hs300,2016-03-22,3231.615,3249.677,3225.79,3218.728,161020896.0
hs300,2016-03-23,3217.729,3242.247,3236.092,3202.976,125679288.0
hs300,2016-03-24,3211.496,3221.906,3181.851,3181.813,133131120.0
hs300,2016-03-25,3176.81,3204.442,3197.817,3174.318,97395328.0
hs300,2016-03-28,3206.953,3229.624,3169.728,3161.878,103441936.0
hs300,2016-03-29,3171.314,3178.075,3135.41,3122.761,97294744.0
hs300,2016-03-30,3161.289,3216.676,3216.275,3161.289,117802512.0
hs300,2016-03-31,3229.2,3241.927,3218.088,3208.665,121552072.0
hs300,2016-04-01,3213.674,3222.612,3221.895,3165.856,118122136.0
hs300,2016-04-05,3211.305,3271.93,3264.486,3205.207,146047776.0
hs300,2016-04-06,3250.522,3267.64,3257.528,3236.196,120196304.0
hs300,2016-04-07,3266.288,3270.82,3209.29,3208.644,112409464.0
hs300,2016-04-08,3189.846,3197.774,3185.726,3163.305,101005624.0
hs300,2016-04-11,3213.507,3251.572,3230.096,3213.507,125212712.0
hs300,2016-04-12,3227.367,3232.264,3218.45,3198.903,92869440.0
hs300,2016-04-13,3237.858,3296.523,3261.383,3237.858,195613872.0
hs300,2016-04-14,3277.098,3286.072,3275.832,3252.05,113157328.0
hs300,2016-04-15,3279.857,3282.985,3272.205,3261.73,99807528.0
hs300,2016-04-18,3252.671,3252.671,3228.453,3221.662,97090072.0
hs300,2016-04-19,3243.971,3250.725,3238.303,3221.577,80871440.0
hs300,2016-04-20,3244.142,3248.422,3181.026,3107.369,162207856.0
hs300,2016-04-21,3160.796,3198.557,3160.603,3150.94,104752648.0
hs300,2016-04-22,3142.561,3175.38,3174.901,3137.993,77078496.0
hs300,2016-04-25,3164.738,3172.269,3162.033,3137.113,67519352.0
hs300,2016-04-26,3159.771,3181.095,3179.161,3150.404,59020736.0
hs300,2016-04-27,3181.931,3188.826,3165.916,3162.691,60004148.0
hs300,2016-04-28,3169.333,3174.766,3160.581,3135.643,69870656.0
hs300,2016-04-29,3153.537,3171.289,3156.745,3149.397,58029776.0
hs300,2016-05-03,3159.823,3218.485,3213.54,3151.405,98164832.0
hs300,2016-05-04,3203.465,3222.882,3209.461,3198.292,90862408.0
hs300,2016-05-05,3204.169,3217.282,3213.92,3196.566,74733680.0
hs300,2016-05-06,3213.136,3216.893,3130.354,3130.147,108680240.0
hs300,2016-05-09,3115.43,3115.43,3065.615,3055.005,99230480.0
hs300,2016-05-10,3055.211,3084.724,3069.112,3055.183,68849936.0
hs300,2016-05-11,3080.636,3102.876,3082.808,3063.088,81794256.0
hs300,2016-05-12,3059.383,3095.348,3090.137,3035.022,78765728.0
hs300,2016-05-13,3081.679,3103.095,3074.935,3064.691,62629756.0
hs300,2016-05-16,3064.526,3095.555,3095.308,3053.661,59461856.0
hs300,2016-05-17,3095.522,3105.201,3086.024,3073.459,65278124.0
hs300,2016-05-18,3071.529,3072.612,3068.035,3039.461,82715368.0
hs300,2016-05-19,3060.342,3086.977,3062.5,3058.145,60444168.0
hs300,2016-05-20,3047.777,3078.531,3078.218,3041.516,56080840.0
hs300,2016-05-23,3078.515,3098.478,3087.222,3076.503,59697216.0
hs300,2016-05-24,3083.244,3083.257,3063.555,3052.59,58734384.0
hs300,2016-05-25,3079.748,3089.102,3059.225,3054.869,56652804.0
hs300,2016-05-26,3056.6,3072.524,3064.211,3027.444,60392980.0
hs300,2016-05-27,3059.732,3073.756,3062.499,3052.179,60468752.0
hs300,2016-05-30,3056.313,3075.261,3066.709,3037.664,63098580.0
hs300,2016-05-31,3068.596,3170.926,3169.559,3068.596,138863104.0
hs300,2016-06-01,3172.961,3181.792,3160.547,3159.817,113148480.0
hs300,2016-06-02,3158.025,3168.824,3167.099,3151.065,86003424.0
hs300,2016-06-03,3172.946,3201.749,3189.325,3162.088,101491784.0
hs300,2016-06-06,3192.779,3197.22,3178.788,3168.554,76693752.0
hs300,2016-06-07,3182.437,3186.616,3177.053,3168.179,68928312.0
hs300,2016-06-08,3171.813,3174.971,3163.986,3148.351,76291776.0
hs300,2016-06-13,3134.045,3145.605,3066.341,3065.767,92975944.0
hs300,2016-06-14,3058.443,3078.749,3075.983,3055.655,66279456.0
hs300,2016-06-15,3043.957,3128.673,3116.368,3042.232,87393256.0
hs300,2016-06-16,3104.361,3112.475,3094.674,3089.477,82974704.0
hs300,2016-06-17,3096.09,3131.048,3110.357,3096.09,85402984.0
hs300,2016-06-20,3114.906,3118.725,3112.674,3089.712,63587140.0
hs300,2016-06-21,3124.898,3155.492,3106.317,3097.94,87965344.0
hs300,2016-06-22,3100.449,3134.06,3133.961,3096.991,66487112.0
hs300,2016-06-23,3129.72,3129.72,3117.316,3102.481,67751736.0
hs300,2016-06-24,3110.646,3130.539,3077.155,3033.965,104792208.0
hs300,2016-06-27,3065.128,3120.64,3120.544,3064.966,83267256.0
hs300,2016-06-28,3107.397,3139.43,3136.401,3099.701,92024640.0
hs300,2016-06-29,3142.484,3158.076,3151.389,3139.132,103723664.0
hs300,2016-06-30,3152.833,3163.72,3153.921,3148.198,79692616.0
hs300,2016-07-01,3156.932,3170.258,3154.2,3148.294,71746280.0
hs300,2016-07-04,3136.385,3210.601,3204.696,3134.023,133310528.0
hs300,2016-07-05,3199.157,3216.702,3207.382,3197.995,130226896.0
hs300,2016-07-06,3197.624,3217.515,3216.803,3183.451,124897456.0
hs300,2016-07-07,3206.55,3220.54,3209.954,3190.123,118595200.0
hs300,2016-07-08,3199.754,3204.928,3192.28,3183.959,89734856.0
hs300,2016-07-11,3199.038,3235.962,3203.329,3197.625,138529504.0
hs300,2016-07-12,3201.906,3273.473,3273.182,3200.303,172534224.0
hs300,2016-07-13,3274.02,3300.991,3282.868,3271.775,175196096.0
hs300,2016-07-14,3277.481,3281.95,3276.763,3259.065,107525800.0
hs300,2016-07-15,3278.835,3285.026,3276.277,3265.29,102665024.0
hs300,2016-07-18,3269.707,3281.637,3262.022,3251.765,110312520.0
hs300,2016-07-19,3260.434,3264.73,3248.234,3226.198,88886864.0
hs300,2016-07-20,3246.862,3254.507,3237.605,3232.256,72701256.0
hs300,2016-07-21,3238.336,3271.373,3252.522,3238.303,86004824.0
hs300,2016-07-22,3251.242,3253.769,3225.162,3220.893,86029128.0
hs300,2016-07-25,3220.165,3243.79,3230.885,3218.141,70203184.0
hs300,2016-07-26,3228.234,3269.745,3269.588,3228.007,81051088.0
hs300,2016-07-27,3270.083,3276.511,3218.243,3157.409,160188672.0
hs300,2016-07-28,3204.464,3235.781,3221.136,3195.269,112779968.0
hs300,2016-07-29,3217.192,3225.418,3203.93,3198.683,88044840.0
hs300,2016-08-01,3196.425,3199.975,3176.809,3156.748,87003496.0
hs300,2016-08-02,3173.757,3189.052,3189.052,3165.542,62167640.0
hs300,2016-08-03,3179.684,3197.157,3193.507,3173.535,72864104.0
hs300,2016-08-04,3190.546,3201.553,3201.288,3170.418,73504376.0
hs300,2016-08-05,3201.354,3224.873,3205.11,3192.861,77196368.0
hs300,2016-08-08,3199.572,3234.479,3234.183,3187.252,86676048.0
hs300,2016-08-09,3232.603,3257.333,3256.981,3229.174,91065256.0
hs300,2016-08-10,3255.182,3261.86,3243.34,3242.75,90430368.0
hs300,2016-08-11,3239.558,3274.026,3233.36,3232.612,101041216.0
hs300,2016-08-12,3231.806,3294.233,3294.233,3231.136,116254048.0
hs300,2016-08-15,3303.468,3417.914,3393.423,3302.377,220543424.0
hs300,2016-08-16,3403.383,3418.688,3378.245,3372.02,196389744.0
hs300,2016-08-17,3377.771,3394.388,3373.047,3356.924,138847680.0
hs300,2016-08-18,3369.947,3394.791,3364.485,3349.687,142380176.0
hs300,2016-08-19,3358.555,3374.045,3365.019,3341.192,119961504.0
hs300,2016-08-22,3364.681,3372.833,3336.794,3335.469,107951008.0
hs300,2016-08-23,3332.621,3359.647,3341.829,3324.96,92924512.0
hs300,2016-08-24,3341.93,3348.129,3329.863,3323.725,81191432.0
hs300,2016-08-25,3314.084,3315.081,3308.972,3279.806,100589152.0
hs300,2016-08-26,3312.499,3328.945,3307.09,3301.735,81530688.0
hs300,2016-08-29,3306.574,3315.078,3307.781,3297.069,77036336.0
hs300,2016-08-30,3310.318,3325.121,3311.987,3304.596,75725984.0
hs300,2016-08-31,3310.565,3333.972,3327.793,3304.655,79570808.0
hs300,2016-09-01,3326.738,3329.345,3301.576,3301.212,84947216.0
hs300,2016-09-02,3298.721,3320.425,3314.114,3295.755,82791800.0
hs300,2016-09-05,3321.005,3338.419,3319.68,3314.629,78292480.0
hs300,2016-09-06,3322.018,3347.951,3342.625,3300.125,98284000.0
hs300,2016-09-07,3344.065,3357.356,3340.817,3337.75,102940104.0
hs300,2016-09-08,3338.008,3343.395,3339.564,3328.226,71916160.0
hs300,2016-09-09,3339.373,3344.951,3318.044,3318.044,82657040.0
hs300,2016-09-12,3271.87,3276.716,3262.604,3234.573,122917680.0
hs300,2016-09-13,3265.337,3269.222,3260.333,3246.385,67180288.0
hs300,2016-09-14,3245.737,3254.995,3238.729,3231.335,70432696.0
hs300,2016-09-19,3242.742,3264.899,3263.124,3242.742,58831080.0
hs300,2016-09-20,3264.664,3265.035,3257.403,3252.388,52784208.0
hs300,2016-09-21,3257.709,3270.902,3266.636,3254.321,59142980.0
hs300,2016-09-22,3281.471,3303.199,3291.121,3277.979,75753544.0
hs300,2016-09-23,3292.278,3293.916,3275.666,3275.025,57993984.0
hs300,2016-09-26,3267.69,3267.69,3220.283,3220.283,70452184.0
hs300,2016-09-27,3214.87,3240.775,3240.754,3214.441,58460552.0
hs300,2016-09-28,3243.647,3243.647,3230.89,3227.996,44727496.0
hs300,2016-09-29,3234.857,3257.766,3244.387,3234.803,55452556.0
hs300,2016-09-30,3240.177,3260.94,3253.284,3239.036,44978024.0
hs300,2016-10-10,3265.364,3294.64,3293.868,3258.958,80519264.0
hs300,2016-10-11,3296.867,3308.004,3306.557,3292.877,87713160.0
hs300,2016-10-12,3299.138,3302.561,3300.009,3289.753,68669784.0
hs300,2016-10-13,3299.155,3307.409,3302.645,3292.397,81224200.0
hs300,2016-10-14,3298.734,3306.685,3305.848,3285.729,82316272.0
hs300,2016-10-17,3305.963,3309.009,3277.878,3271.541,86113512.0
hs300,2016-10-18,3272.681,3321.332,3321.332,3272.681,102860712.0
hs300,2016-10-19,3323.303,3332.52,3316.24,3309.831,101167728.0
hs300,2016-10-20,3317.179,3324.903,3318.604,3312.174,79238872.0
hs300,2016-10-21,3315.715,3341.56,3327.74,3309.178,109785176.0
hs300,2016-10-24,3332.512,3382.825,3367.577,3330.967,153014352.0
hs300,2016-10-25,3367.475,3373.913,3367.454,3356.585,111191696.0
hs300,2016-10-26,3365.197,3367.831,3354.8,3349.574,98024784.0
hs300,2016-10-27,3351.46,3352.354,3345.695,3335.133,77629848.0
hs300,2016-10-28,3347.143,3370.748,3340.126,3337.288,93133312.0
